id,regisseur
10999,Mark L. Lester
9838,J. Lee Thompson
10925,Dan O'Bannon
9281,Peter Weir
11532,John Boorman
10328,Ron Howard
16248,Simon Wincer
11797,Tom Holland
11418,Amy Heckerling
10157,Jerry Paris
9626,Richard Fleischer
8408,George A. Romero
15196,Jonathan Lynn
9731,Danny Steinmann
13764,Jeannot Szwarc
10176,Geoff Murphy
12500,Sam Firstenberg
9749,Michael Ritchie
11814,John Hughes
8879,Clint Eastwood
10849,Woody Allen
11177,Peter Bogdanovich
29161,Dario Argento
10303,Lewis Teague
11954,Tobe Hooper
1694,Stuart Gordon
23919,James Komack
10905,Stan Dragoti
14370,Martha Coolidge
8992,Rob Reiner
9080,John Landis
24873,Michael Winner
17824,George Bowers
10843,Martin Scorsese
5683,Tim Burton
2075,John Huston
13667,Savage Steve Holland
12615,Volker Schlöndorff
10372,Jim Wheat
1816,Richard Attenborough
10552,Lewis Teague
11064,Walter Hill
11864,Wolfgang Petersen
11509,Lawrence Kasdan
11824,Rod Daniel
11703,Hector Babenco
17898,Daniel Attias
11557,Joel Schumacher
20348,Kevin Reynolds
44191,Rafal Zielinski
11904,Barry Levinson
8130,Susan Seidelman
19357,Carl Reiner
12775,Paul Verhoeven
14750,Mel Damski
11893,Andrei Konchalovsky
35144,Jeremy Kagan
19259,Nicholas Meyer
26578,John Schlesinger
16082,Taylor Hackford
25133,Rudy De Luca
18252,Jonathan R. Betuel
12235,Richard Marquand
27064,Paul Schrader
29794,Philippe Mora
10553,Guy Hamilton
14040,John Badham
17663,Kevin Sullivan
9846,William Friedkin
13938,Michael Schultz
18502,Larry Cohen
9872,Joe Dante
11018,Michael Cimino
49370,James Bridges
11338,John Landis
24548,Lisa Gottlieb
24742,David Greenwalt
11240,Stephen Frears
12764,Lance Hool
15982,Matthew Robbins
11243,Arna Selznick
30069,Harold Becker
674,Mike Newell
272,Christopher Nolan
411,Andrew Adamson
752,James McTeigue
187,Robert Rodriguez
118,Tim Burton
1895,George Lucas
7453,Garth Jennings
1635,Michael Bay
953,Eric Darnell
9738,Tim Story
561,Francis Lawrence
9522,David Dobkin
8202,Karyn Kusama
10022,Adam Shankman
74,Steven Spielberg
1904,Rob Marshall
6957,Judd Apatow
9982,Mark Dindal
8488,Andy Tennant
9335,Louis Leterrier
2313,Ben Younger
11283,Kirk Jones
1495,Ridley Scott
4379,Robert Luketic
254,Peter Jackson
4551,F. Gary Gray
11968,John Stockwell
4348,Joe Wright
142,Ang Lee
9928,Chris Wedge
13417,Saul Blinkoff
11679,Lee Tamahori
9779,Ken Kwapis
787,Doug Liman
8923,Lexi Alexander
1656,Martin Campbell
1830,Andrew Niccol
6795,Jon Favreau
9947,Rob Bowman
10320,Hideo Nakata
3933,Tim Burton
533,Steve Box
2800,Rob Reiner
14174,Clément Virgo
9667,John Maybury
25,Sam Mendes
9392,Neil Marshall
16320,Joss Whedon
215,Darren Lynn Bousman
9007,Mark Waters
11451,Angela Robinson
9621,Cameron Crowe
8292,John Singleton
1690,Eli Roth
5236,Shane Black
921,Ron Howard
116,Woody Allen
10982,Cory Edwards
11096,John Polson
9722,Nora Ephron
11931,Curtis Hanson
8274,Steve Rash
8814,Andrzej Bartkowiak
10033,Roger Kumble
9641,Adam Shankman
11431,Bobby Farrelly
11648,Gary David Goldberg
9777,John Madden
179,Sydney Pollack
4442,Terry Gilliam
1947,Lasse Hallström
2026,Florent-Emilio Siri
6519,Jay Chandrasekhar
612,Steven Spielberg
8643,Scott Derrickson
9388,Jason Reitman
11453,Mike Bigelow
231,Stephen Gaghan
10214,Lawrence Guterman
8999,Mikael Håfström
257,Roman Polanski
9913,Iain Softley
5289,Tony Giglio
6439,Frederik Du Chau
3291,George Clooney
7214,Thomas Carter
59,David Cronenberg
10065,Andrew Douglas
7552,Dean Parisot
10027,Louis Leterrier
7233,Steve Carr
11638,Kevin Rodney Sullivan
9687,Niall Johnson
9910,D.J. Caruso
7873,David Ayer
9315,Robert Schwentke
8978,Jean-François Richet
15648,Mark Rosman
308,Jim Jarmusch
6963,Gore Verbinski
10851,Guy Ritchie
9885,Greg McLean
11683,George A. Romero
10040,John Pasquin
10070,John Gulager
69,James Mangold
9043,Thomas Bezucha
8976,Nigel Cole
10060,Jim Sheridan
9981,Jesse Dylan
14517,Dave McKean
10012,Wes Craven
8066,Marc Forster
13374,Tim Fywell
9291,Peter Segal
7553,Rob McKittrick
11637,Brian Levant
10077,Peter Hyams
7515,Hunter Richards
9753,Stewart Raffill
791,Rupert Wainwright
10048,Rob Cohen
6961,Clare Kilner
168705,Uwe Boll
9912,Roger Donaldson
9681,Lasse Hallström
7364,Breck Eisner
9515,Richard Shepard
398,Bennett Miller
14175,Gary Chapman
1985,Fernando Meirelles
1544,Ol Parker
2652,David Slade
10066,Jaume Collet-Serra
13922,John Dahl
9923,Tony Scott
20077,Michael Goguen
18500,David M. Evans
9074,Les Mayfield
14199,Robert Rodriguez
15657,Brian Smith
15487,Bill Paxton
16553,Mark Levin
10064,David J. Burke
10292,Mary Lambert
8053,Tommy Lee Jones
9721,Simon Fellows
12591,David Steiman
10092,Jeff Wadlow
9763,Danny Cannon
11804,Geoffrey Sax
13020,Alex Gibney
9270,Rian Johnson
12700,Paul Schrader
11400,Terrence Malick
1951,Lars von Trier
27902,Randal Kleiser
11459,Mike Mitchell
9813,Jamie Babbit
11460,Wes Craven
11348,Jaume Balagueró
9927,Barry W. Blaustein
20910,Kirk R. Thatcher
10008,Courtney Solomon
22473,Joshua Michael Stern
13994,John Turturro
5471,Sturla Gunnarsson
340,Liev Schreiber
10258,Gary Trousdale
17113,Rebecca Miller
13499,Raja Gosnell
14057,Bart Freundlich
17124,Jay Lowi
9899,Susan Stroman
14375,Michele Placido
17035,Michael Traeger
10476,Craig Brewer
546,Duncan Tucker
10913,Thomas Vinterberg
1696,Rob Zombie
12142,Uwe Boll
8968,Stephen Kay
1826,Cédric Klapisch
15258,Paul Provenza
11559,Terry Gilliam
27594,Stefan Schwartz
17455,Rick Bota
21481,Stuart Gillard
29293,Michael Hurst
9921,Lee Daniels
16456,Lance Mungia
7295,J.S. Cardone
1665,Gus Van Sant
12699,Rick Bota
9042,Bruce Hunt
1833,Chris Columbus
13679,Michel Ocelot
15124,Baltasar Kormákur
16048,Jessica Nilsson
501,Werner Herzog
10707,Noah Baumbach
9729,Atom Egoyan
8332,Christian Alvart
9968,Mark Mylod
67,Hany Abu-Assad
10845,Tim Sullivan
14180,Anthony Hickox
14166,Marcos Siega
20215,Anthony C. Ferrante
18882,Brett Leonard
16411,Andrew Lau
58462,Kevin Bacon
17186,Steve Boyum
19803,Marcos Siega
14457,Dave Payne
2287,David LaChapelle
10263,Jeremy Haft
28366,Stephen Fung
6473,Marcus Adams
2610,Anand Tucker
9701,Niki Caro
13557,Mike Mendez
26138,Lee Myung-Se
1622,Dominik Moll
65215,Pete Michels
15624,Hans Canosa
7870,David Jacobson
13341,Richard Linklater
8008,Alison Murray
24123,Nisha Ganatra
21891,Dana Lustig
124673,Craig R. Baxley
24546,Mink 
12920,John Gatins
72240,Tom McLoughlin
15493,Timo Vuorensola
18191,Stuart Gordon
5145,Nick Love
22747,Gary Sinyor
9787,Catherine Hardwicke
5171,Coline Serreau
16608,John Hillcoat
7182,Jim Gillespie
10846,Roberto Benigni
31446,Jon Jones
9700,Andy García
12261,Michael Bregman
19166,Steven R. Monroe
10579,Patrick Lussier
9009,Walter Salles
11788,Tom Hooper
1382,Miranda July
9005,Harold Ramis
19583,Griffin Dunne
20981,Andrew Leman
148,Isabel Coixet
14597,Charles Sturridge
13919,Arie Posin
21838,Matthew Leutwyler
15402,Mary Harron
13373,Danny Boyle
10598,Chris Fisher
9814,Philip Adrian Booth
14922,Don Roos
2151,Bruce Campbell
292,Michel Gondry
18189,John Asher
2566,François Ozon
14228,Tobe Hooper
9288,Gerry Lively
20771,Steve Loter
11354,Mike Binder
6967,Hermine Huntgeburth
7509,Deepa Mehta
18825,Bruno Solo
25967,Billy O'Brien
24939,Ellory Elkayem
18070,Alexander Gruszynski
22559,James Cameron
14147,David Winkler
17919,Christian Duguay
17868,Hamish Hamilton
31046,Robert Harmon
10268,Isabelle Mergault
28512,John Putch
16548,Scott Coffey
14566,Brett Leonard
24935,Ellory Elkayem
868,Gavin Hood
29595,Robert Greenwald
14907,Josh Becker
19521,Christian Faure
16998,Emmanuel Carrère
15907,Carroll Ballard
13015,Rocco Urbisci
20604,Sam Dunn
14788,Steven Soderbergh
18484,Larry Clark
834,Len Wiseman
58,Gore Verbinski
920,John Lasseter
36557,Martin Campbell
591,Ron Howard
9762,Anne Fletcher
950,Carlos Saldanha
956,J.J. Abrams
350,David Frankel
1422,Martin Scorsese
1581,Nancy Meyers
1124,Christopher Nolan
1593,Shawn Levy
1164,Alejandro González Iñárritu
9693,Alfonso Cuarón
8275,Joe Nussbaum
1452,Bryan Singer
496,Larry Charles
9339,Frank Coraci
10010,Ben Gluck
9767,Peyton Reed
388,Spike Lee
7518,Tim Johnson
1427,Tom Tykwer
1372,Edward Zwick
7457,Nick Cassavetes
1948,Brian Taylor
186,Paul McGuigan
9036,Frank Marshall
9286,James Wong
588,Christophe Gans
9655,Andy Fickman
1381,Darren Aronofsky
9836,George Miller
1246,Sylvester Stallone
10032,Mort Nathan
11619,David Bowers
9904,Steve 'Spaz' Williams
7551,Tony Scott
2486,Stefen Fangmeier
2044,Alejandro Agresti
4257,David Zucker
9297,Gil Kenan
10947,Kenny Ortega
6877,Tom Dey
1579,Mel Gibson
9906,John A. Davis
9792,Alexandre Aja
9513,Tim Hill
10025,Donald Petrie
1247,Robert De Niro
9920,Kurt Wimmer
7985,Mark Palansky
82,Michael Mann
9293,Betty Thomas
9044,Kevin Reynolds
3683,Clint Eastwood
1378,John Cameron Mitchell
4351,Gregory Nava
9975,Matthew O'Callaghan
9708,Neil LaBute
7516,Joe Carnahan
9530,Barry Sonnenfeld
9918,James Gartner
11170,McG
1491,Neil Burger
12096,Shawn Levy
9988,Jay Chandrasekhar
1441,Bruce Beresford
1717,Steven Zaillian
9035,James Gunn
11565,John Whitesell
3093,Michael Caton-Jones
2295,Kevin Smith
9718,Adam McKay
15255,Isaac Florentine
1402,Gabriele Muccino
1887,Sofia Coppola
9959,Joe Roth
9969,John Whitesell
14784,Tarsem Singh
1523,Kevin Macdonald
214,Darren Lynn Bousman
7512,Mike Judge
9353,Jared Hess
9676,Brian De Palma
503,Wolfgang Petersen
9310,Paul Weitz
14620,John R. Leonetti
14611,Will Meugniot
18615,Steven Shainberg
1819,Anthony Russo
773,Jonathan Dayton
9072,Keenen Ivory Wayans
9948,Jim Kammerud
21316,Tony Craig
2447,Catherine Hardwicke
9794,Greg Coolidge
806,John Moore
1251,Clint Eastwood
19595,Howard E. Baker
3509,Richard Linklater
1262,Marc Forster
1852,Oliver Stone
13767,Michael Lembeck
9726,Ridley Scott
9592,Hans Horn
14202,John Curran
313,Marc Evans
37725,Nick Hurran
10073,Aaron Seltzer
9788,Steve Pink
9900,Nicholaus Goossen
7484,Roger Allers
25676,Benny Chan
9907,Steve Oedekerk
9828,Simon Brand
10741,Emilio Estevez
1125,Bill Condon
326,David R. Ellis
4441,Neil Armfield
8998,Nicole Holofcener
12094,Jeff Tremaine
4643,Andrew Davis
10063,Nicholas Mastandrea
4723,Richard Kelly
9615,Justin Lin
11652,Ericson Core
13967,Chris Noonan
9682,Jim Sonzero
13205,Brian Pimental
7874,Craig Brewer
11515,Miloš Forman
17700,Howard Hall
10115,Jessica Bendinger
9903,Lasse Hallström
8975,John Bonito
8997,Claudio Fäh
11908,Adam Green
7510,Ryan Murphy
10067,Brian Robbins
9978,Geoffrey Sax
16781,Tyler Perry
14171,Irwin Winkler
9756,Craig Rosenberg
1440,Todd Field
9957,Dennis Dugan
1123,Phillip Noyce
9986,Gary Winick
12763,Liz Friedlander
14113,Peter Hewitt
13934,John Lasseter
3602,Sylvain White
14191,Elizabeth Allen Rosenbaum
9914,Michael Keusch
9952,Werner Herzog
1116,Ken Loach
2207,Richard Donner
512,Woody Allen
14062,Gary Lennon
7511,Tony Goldwyn
1259,Richard Eyre
9829,Paul Greengrass
13185,Menhaj Huda
9053,Corey Yuen Kwai
15363,Sanaa Hamri
1165,Stephen Frears
5820,Clark Johnson
9784,Mike Binder
182,Steven Soderbergh
9664,Tony Bill
4474,Ivan Reitman
7304,Wayne Kramer
1253,Anthony Minghella
61717,John Laing
1252,Todd Robinson
8588,Michael Caton-Jones
13668,Susannah Grant
1975,Takashi Shimizu
10781,Jonathan Liebesman
14458,Eduardo Sánchez
5072,Christopher Smith
12225,Sean Ellis
13197,Robert Moresco
1590,Agnieszka Holland
9754,Richard Loncraine
13249,David Von Ancken
2357,Brad Silberling
14624,Michael O. Sajbel
15213,Christopher Reeve
13075,Laurie Collyer
2179,Liam Lynch
1249,Allen Coulter
14609,Curt Geda
9782,Patrick Stettner
9895,Barry Levinson
9954,Renny Harlin
16774,Phil Weinstein
10005,James Dodson
14542,Manny Rodriguez
9950,Sidney Lumet
9841,John Shiban
24180,Paolo Virzì
8436,Denis Dercourt
5393,Paul Bolger
14474,Billy Kent
9761,Bassam Kurdali
10053,Simon West
9672,Douglas McGrath
12795,Todd Stephens
6641,Alek Keshishian
14194,Sanjay Gadhvi
9656,Glen Morgan
5172,Michael Polish
10886,Giuseppe Tornatore
8324,Richard Linklater
14453,Christopher Nielsen
37924,David Moore
10288,Andrew Currie
7859,Ryan Fleck
12526,William Friedkin
9697,M. Night Shyamalan
19344,Katherine Brooks
10118,Martha Coolidge
14823,Paul Andrew Williams
9766,Phil Joanou
9786,Terry Zwigoff
3603,Jonathan King
10085,Jason Todd Ipson
2168,Murali K. Thalluri
13198,Goran Dukic
18858,Ann Turner
15077,Johnnie To
10094,Ringan Ledwidge
1967,Robert Towne
17287,Lloyd Kaufman
18870,Jonathan English
18925,Alex Kendrick
21427,Francis Veber
13171,Jesse Peretz
24801,Francine McDougall
38163,Bob Balaban
10007,Gregory Dark
11910,Vadim Jean
8618,Nicholas Hytner
14055,Tom Vaughan
16727,Mira Nair
1781,Davis Guggenheim
9809,Bob Odenkirk
1730,David Lynch
11494,Michael J. Bassett
9773,Jonny Campbell
26655,David Nelson
14930,Greg Glienna
13754,Michael Arias
14761,Billy Corben
34204,David Jackson
11798,Shane Meadows
14938,Matt Checkowski
14872,Sean McNamara
7861,John Jeffcoat
15495,Mitchell Altieri
9842,Todd Phillips
8194,Dito Montiel
2016,Rachid Bouchareb
13162,James Keach
31047,Robert Harmon
13728,Albert Dupontel
13364,Amy Berg
6948,Lucky McKee
17,John Fawcett
10069,William Brent Bell
16276,Jérôme Cornuau
10093,Asif Kapadia
10854,J.S. Cardone
14064,Rolf de Heer
9526,Robert Altman
18437,Finn Taylor
50787,Jeff McQueen
7872,Mat Whitecross
36668,Brett Ratner
9924,Sheldon Lettich
13551,Karen Moncrieff
15590,Catherine Cyran
13508,Chris Paine
9727,Andy Cheng
20683,Yasuhiro Yoshiura
9847,David Arquette
13751,Doug Atchison
9796,John Stockwell
15534,Ed Stone
19312,Tibor Takács
10177,Jake West
12271,George Hickenlooper
8421,Douglas Gordon
14845,Sue Kramer
19323,Curt Geda
15314,Nick Guthe
7839,Michael Ian Black
15667,Larry Fessenden
24970,David Mallet
9917,Vondie Curtis-Hall
9958,Mike Clattenburg
19213,William Heins
21847,John Lafia
18276,Wil Shriner
37609,Kenny Ortega
30347,Robert Harmon
26518,Kelly Reichardt
16083,Mark Fergus
12586,Alejandro Monteverde
14137,Frank Sebastiano
12713,Claude Chabrol
4641,Paul Hoen
9695,Joel Bender
13484,Jody Hill
1596,Michelle MacLaren
13856,Hal Haberman
15543,Richard Brandes
11211,Steve Rash
13816,Bryan Barber
121506,Chris R. Notarile
10004,Mick Garris
20605,Ryoo Seung-wan
15412,Dibakar Banerjee
673,Alfonso Cuarón
393,Quentin Tarantino
9801,Beeban Kidron
38,Michel Gondry
11036,Nick Cassavetes
9806,Brad Bird
2502,Paul Greengrass
652,Wolfgang Petersen
2059,Jon Turteltaub
2048,Alex Proyas
1824,Peter Segal
10625,Mark Waters
7131,Stephen Sommers
1487,Guillermo del Toro
5255,Robert Zemeckis
809,Andrew Adamson
1954,Eric Bress
1577,Alexander Witt
163,Steven Soderbergh
693,Jay Roach
435,Roland Emmerich
2567,Martin Scorsese
1538,Michael Mann
747,Edgar Wright
36648,David S. Goyer
10304,Phil Tippett
594,Steven Spielberg
11774,Brad Silberling
70,Clint Eastwood
8920,Peter Hewitt
11430,Bradley Raymond
10555,Bibo Bergeron
5137,Kerry Conran
12242,Darrell Rooney
11836,Stephen Hillenburg
9711,Brad Turner
1640,Paul Haggis
8699,Adam McKay
10096,Gary Winick
14442,Tommy O'Haver
10591,Luke Greenfield
11024,Raja Gosnell
866,Marc Forster
11247,Mark Rosman
395,Paul W.S. Anderson
9472,Rawson Marshall Thurber
10045,Pierre Morel
1966,Oliver Stone
11282,Danny Leiner
176,James Wan
558,Sam Raimi
9352,Jeff Schaffer
9509,Tony Scott
5966,John Hamburg
2288,Mike Nichols
7220,Jonathan Hensleigh
314,Pitof
13673,Joe Roth
27,Michael Winterbottom
924,Zack Snyder
9477,Antoine Fuqua
2789,David Twohy
2539,James L. Brooks
1586,David Koepp
4836,Matthew Vaughn
10589,Brett Ratner
14623,Jonathan Frakes
11130,Garry Marshall
10733,John Lee Hancock
80,Richard Linklater
1970,Takashi Shimizu
9759,David R. Ellis
14462,Jonathan Demme
4553,Brad Anderson
11249,Don Mancini
11045,Tim Story
8849,Charles Shyer
14247,P.J. Pesce
4380,Peter Chelsom
9541,Kevin Smith
9890,Frank Oz
14337,Shane Carruth
11633,Shinji Aramaki
13700,Will Finn
2023,Joe Johnston
1599,David O. Russell
1777,Michael Moore
13476,Robert Luketic
12153,Keenen Ivory Wayans
205,Terry George
10367,Jack Perez
11358,Kevin Bray
21385,Donovan Cook
83,Chris Kentis
2841,Jean-Pierre Jeunet
3989,Trey Parker
10891,S. S. Wilson
13378,Carole Holliday
11025,Dennie Gordon
5552,Enki Bilal
9805,Michael Herbig
9675,Alexander Payne
10762,Steven Brill
9384,Todd Phillips
16791,John Stephenson
11132,Sara Sugarman
6947,M. Night Shyamalan
2122,Howard Deutch
615,Mel Gibson
11237,Dwight H. Little
1677,Taylor Hackford
10677,Guy Ferland
2003,Catherine Breillat
10740,Jonathan Glazer
11823,Richard Loncraine
11081,D.J. Caruso
13505,Brian Robbins
36763,Mikael Salomon
9833,Joel Schumacher
438,Ernie Barbarash
401,Zach Braff
8193,Jared Hess
13969,Forest Whitaker
11026,Renny Harlin
11208,Paul McGuigan
421,Wes Anderson
10204,Frank Coraci
21301,Kevin Rodney Sullivan
10046,Jan Kounen
11137,Martha Coolidge
10870,Philippe Haïm
12450,Steve Boyum
29979,Robert Harmon
7092,Sharon Bridgeman
10145,Joseph Ruben
15566,Mike Mitchell
7548,Laurence Dunmore
15775,Gil Junger
1901,Paul Weitz
11109,Mike Leigh
14207,Peter Winther
11866,John Moore
6478,Kevin Spacey
11058,Nick Hamm
13416,Peter Berg
5516,Ethan Coen
9688,Woody Allen
4599,Garry Marshall
11162,Michael Radford
15184,Mike Barker
15644,Paul Abascal
34843,Philip Martin
11141,Peter Howitt
14024,Sean McNamara
11188,Uli Edel
11632,Mira Nair
11184,Bill Condon
1997,Jean-Jacques Annaud
842,Niels Mueller
5460,Scott Ziehl
1126,Brad McGann
10742,Pieter Jan Brugge
10718,Joseph Kahn
14292,Gavin O'Connor
16617,Renny Harlin
9636,Tim Hunter
11171,Gregg Araki
10609,Stephen Hopkins
13932,Brad Bird
12657,Jessy Terrero
24653,Paolo Sorrentino
17209,William Butler
11217,Jay Chandrasekhar
9830,Frank E. Flowers
14844,Andy Cadiff
8080,E. Elias Merhige
12634,George Armitage
8981,Shona Auerbach
10710,Barry Levinson
26579,Asia Argento
16232,Charles Stone III
15673,Michael Lembeck
16428,Daniel Taplitz
11099,Omar Naim
11169,David Mamet
17047,Kevin Allen
33641,Mark A.Z. Dippé
12483,Mick Garris
9372,Morgan Spurlock
18923,Michael Mayer
14846,Nick Hurran
8842,Charles S. Dutton
14681,Q. Allan Brocka
9953,Shainee Gabel
11413,Mitch Rouse
9965,Adam McKay
13702,John Waters
10296,Nick Love
11128,Jay Russell
18165,Tony Piccirillo
34560,Mark A.Z. Dippé
8357,William Arntz
10927,Lenard Fritz Krawinkel
11052,Hatsuki Tsuji
26,Eytan Fox
20483,James Sbardellati
15483,Dario Argento
2791,Peter Chung
9692,Nicole Kassell
21776,Nicolas Boukhrief
19592,Alex Turner ( II )
13905,Brian Henson
1944,Tod Williams
14198,Gregory Jacobs
16764,Tobe Hooper
31117,Bob Clark
15058,Jessica Sharzer
12281,Jacob Aaron Estes
1404,Ken Loach
23601,John Curran
12877,Shane Meadows
3057,Kevin Connor
15237,Irwin Winkler
10838,Darrell James Roodt
17871,Joel Gallen
24747,Rowdy Herrington
8555,Christopher Smith
12703,Vincent Gallo
44345,Wendy Apple
16358,Michael Clancy
20544,Joseph Sargent
9976,Jeff Lieberman
20200,Tristan Aurouet
14463,Dick Proenneke
11588,Roland Suso Richter
25248,Michael McGowan
12540,Damon Santostefano
238,Francis Ford Coppola
10669,John Boorman
1688,J. Lee Thompson
10784,Bob Fosse
573,Alfred Hitchcock
14881,John Sturges
811,Douglas Trumbull
24559,George Roy Hill
692,John Waters
11624,Woody Allen
32613,Eugenio Martín
15516,Wes Craven
6949,Peter Bogdanovich
11943,Sydney Pollack
26119,Michael Winner
551,Ronald Neame
19403,Michael Winner
993,Joseph L. Mankiewicz
15573,Mark Rydell
5916,Sam Peckinpah
24236,Robert Butler
38939,Freddie Francis
11610,Herbert Ross
22784,Martin Scorsese
12530,Billy Wilder
12593,Ralph Bakshi
21711,Michael Ritchie
23847,Barry Shear
33638,John Huston
35280,Robert Mulligan
25993,Roy Ward Baker
30566,William Crain
24571,Gerald Thomas
38761,William F. Claxton
18250,Robert Fuest
16993,John Huston
1891,Irvin Kershner
694,Stanley Kubrick
813,Jim Abrahams
525,John Landis
5689,Randal Kleiser
1578,Martin Scorsese
8536,Richard Lester
4488,Sean S. Cunningham
3537,Alan Parker
3604,Mike Hodges
1955,David Lynch
13612,Tommy Chong
12705,Hal Needham
10765,Howard Zieff
8393,Jamie Uys
790,John Carpenter
38602,Jack Gold
11977,Harold Ramis
11033,Brian De Palma
14475,Robert Zemeckis
16395,Dario Argento
21629,Sidney Poitier
21866,Clint Eastwood
10935,Michael Cimino
40969,Roger Spottiswoode
8738,Don Taylor
37997,Jim Jarmusch
16633,Jeannot Szwarc
11335,Robert Altman
12129,Vincent McEveety
17169,Buddy Van Horn
14807,John Mackenzie
20681,John Irvin
11542,Ken Russell
17496,James Bridges
37835,James Glickenhaus
6028,Guy Hamilton
16121,Samuel Fuller
2768,Paul Schrader
27958,William Friedkin
33518,Lewis Teague
19494,Colin Higgins
23954,Louis Malle
16619,Robert Redford
11337,Woody Allen
5917,William Wiard
21873,Tony Bill
33214,Nicolas Roeg
19761,Stanley Donen
15119,Robert Houston
36599,Paul Lynch
13783,Bruce Beresford
1623,Stuart Rosenberg
18910,William Peter Blatty
14460,Jimmy T. Murakami
28124,Jay Sandrich
16769,Michael Apted
15668,Robert Greenwald
14729,Walter Hill
27346,William Lustig
29343,Barbara Peeters
21970,John Hough
5922,Buzz Kulik
13005,Art Linson
31703,Alvin Rakoff
24825,Eric Karson
32020,Adrian Lyne
13550,Peter Medak
39176,Mike Newell
10889,John Cassavetes
42160,Richard Rush
30924,Kevin Connor
285,Gore Verbinski
675,David Yates
2062,Brad Bird
2503,Paul Greengrass
6977,Joel Coen
6479,Francis Lawrence
6637,Jon Turteltaub
559,Sam Raimi
5876,Frank Darabont
2270,Matthew Vaughn
1991,Quentin Tarantino
1571,Len Wiseman
5174,Brett Ratner
5915,Sean Penn
1271,Zack Snyder
1250,Mark Steven Johnson
7326,Jason Reitman
1265,Gábor Csupó
7485,Antoine Fuqua
4347,Joe Wright
7345,Paul Thomas Anderson
4982,Ridley Scott
4638,Edgar Wright
810,Chris Miller
13885,Tim Burton
8363,Greg Mottola
6477,Tim Hill
5559,Steve Hickner
1267,Stephen J. Anderson
6023,Richard LaGravenese
4964,Judd Apatow
3594,Joel Schumacher
1992,Robert Rodriguez
1979,Tim Story
4523,Kevin Lima
1949,David Fincher
46302,Brendan Cowles
298,Steven Soderbergh
1273,Kevin Munroe
35,David Silverman
6538,Mike Nichols
1562,Juan Carlos Fresnadillo
4349,Peter Berg
440,Colin Strause
1272,Danny Boyle
1268,Steve Bendelack
4513,David Slade
2268,Chris Weitz
5723,John Carney
6145,Gregory Hoblit
3489,Jon Avnet
4413,Neil Jordan
8271,D.J. Caruso
4515,Robert Redford
5176,James Mangold
5123,Kirsten Sheridan
10431,Philip G. Atwell
23827,Oren Peli
2698,Tom Shadyac
3563,Dennis Dugan
1738,Lee Tamahori
16119,Frank Nissen
9963,Mennan Yapo
4169,Billy Ray
663,Darren Lynn Bousman
5375,David Dobkin
10172,Steve Carr
2976,Adam Shankman
9793,Martin Weisz
13649,Kenny Ortega
4141,Michael Davis
2252,David Cronenberg
2310,Robert Zemeckis
3638,Scott Hicks
8277,Andrew Waller
9038,Bobby Farrelly
9408,Ash Brannon
3021,Mikael Håfström
1620,Xavier Gens
13680,Andy Fickman
11199,Walt Becker
285923,Robert Rodriguez
7942,David Schwimmer
9966,Danny Pang
1858,Michael Bay
7350,Rob Reiner
1691,Eli Roth
1845,Julie Delpy
9955,Josh Gordon
8398,Dave Meyers
15356,Gregory Wilson
13186,Joe Lynch
5857,Chris Sivertson
2082,Rob Zombie
2977,Julian Jarrold
8461,Michael Haneke
2312,Uwe Boll
4517,Shekhar Kapur
18093,Jon Jones
14313,Robert Benton
4858,Oliver Hirschbiegel
2284,Zach Helm
13196,Helen Hunt
7972,Sidney Lumet
14144,Fred Savage
9911,Nick Love
10758,Adrienne Shelly
13363,Richard Schenkman
6589,Frederik Du Chau
13474,Franck Khalfoun
7737,Russell Mulcahy
13025,George A. Romero
4512,Andrew Dominik
1988,Michael Winterbottom
2196,Frank Oz
1683,Stephen Hopkins
7183,James Foley
13159,Garry Marshall
9757,Brian Robbins
11172,Marc Lawrence
5125,Gavin Hood
13195,Michael Radford
13079,Vadim Perelman
13161,Rob Schneider
13394,Gary Trousdale
1950,Curtis Hanson
5126,Menno Meyjes
6973,Paul Haggis
5708,Anton Corbijn
10030,Mark Helfrich
69315,Félix Enríquez Alcalá
12994,John August
13067,Jon Kasdan
2274,David L. Cunningham
16873,Aristomenis Tsirbas
12435,Shari Springer Berman
1257,Michael Lehmann
14047,Denzel Washington
23202,Michael Dougherty
14158,Jeff Tremaine
14830,Frank Paur
1646,Richard LaGravenese
9785,David S. Goyer
4688,Julie Taymor
13257,Craig Gillespie
10074,Akiva Schaffer
5353,Richard Shepard
15206,Dario Argento
2001,James Gray
7979,Marc Forster
10294,Nimród Antal
7211,Peter Hedges
14019,Koen Mortier
10760,Joe Nussbaum
14636,Scott Wiper
4787,Woody Allen
5951,Robin Swicord
14125,Roland Joffé
9815,Jaume Collet-Serra
2959,Ken Kwapis
15019,Amy Heckerling
13250,Mike Barker
8954,Terry George
4566,Tony Gilroy
6615,Craig Gillespie
16460,Mark A.Z. Dippé
11835,James Wan
10425,John Herzfeld
10075,Katja von Garnier
13564,Víctor García
13022,Greg McLean
14138,David Nerlich
13008,Tommy O'Haver
8319,J.P. Schaefer
8270,Scott Frank
21946,Franck Mancuso
13525,Marc Klein
14913,Jeff Betancourt
13641,Jieho Lee
8875,Tony Giglio
2359,Michael Moore
1534,Marcus Nispel
4771,Ben Affleck
8272,Tamara Jenkins
13204,Victor Cook
